run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v1_B_base_openai_20260729T102523037370,v1,v1+pd31b34ec969d+t6cdb53d5d7b8,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openai_20260729T102523037370,v1,v1+pd31b34ec969d+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openai_20260729T102523037370,v1,v1+pd31b34ec969d+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v1_B_base_openai_20260729T102523037370,v1,v1+pd31b34ec969d+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v1_B_base_openai_20260729T102523037370,v1,v1+pd31b34ec969d+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openai_20260729T102523037370,v1,v1+pd31b34ec969d+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_openai_20260729T102523037370,v1,v1+pd31b34ec969d+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openai_20260729T102523037370,v1,v1+pd31b34ec969d+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openai_20260729T102523037370,v1,v1+pd31b34ec969d+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_openai_20260729T102523037370,v1,v1+pd31b34ec969d+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openai_20260729T102523037370,v1,v1+pd31b34ec969d+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T105717254321,v2,v2+p00d56f97393b+te137088ed015,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openai_20260729T152736529815,v3,v3+p0fc75afac829+t30645db130cc,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openai_20260729T152834060485,v3,v3+p0fc75afac829+t30645db130cc,group,G01_rank_papers_already_have_list,False,wrong_tool,,rank_papers,rank_papers,True,True,True,
v3_B_group_openai_20260729T152834060485,v3,v3+p0fc75afac829+t30645db130cc,group,G02_extract_insights_focus_limitations,False,wrong_arg_value,,extract_paper_insights,extract_paper_insights,True,True,True,
v3_B_group_openai_20260729T152834060485,v3,v3+p0fc75afac829+t30645db130cc,group,G03_compare_missing_second_paper,False,missing_info,,clarify,clarify,True,True,True,
v3_B_group_openai_20260729T152834060485,v3,v3+p0fc75afac829+t30645db130cc,group,G04_out_of_scope_ranking_cafes,False,out_of_scope,,no_tool,,True,True,True,
v3_B_group_openai_20260729T152834060485,v3,v3+p0fc75afac829+t30645db130cc,group,G05_meta_question_compare_papers,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_group_openai_20260729T152834060485,v3,v3+p0fc75afac829+t30645db130cc,group,G06_send_after_extract_needs_confirm,True,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_group_openai_20260729T152834060485,v3,v3+p0fc75afac829+t30645db130cc,group,G07_switch_search_to_rank,True,wrong_tool,,rank_papers,rank_papers,True,True,True,
v3_B_group_openai_20260729T152834060485,v3,v3+p0fc75afac829+t30645db130cc,group,G08_compare_dimensions_carryover,True,wrong_arg_value,,compare_papers,compare_papers,True,True,True,
v3_B_group_openai_20260729T152834060485,v3,v3+p0fc75afac829+t30645db130cc,group,G09_extract_insights_no_source_provided,True,missing_info,,clarify,clarify,True,True,True,
v3_B_group_openai_20260729T152834060485,v3,v3+p0fc75afac829+t30645db130cc,group,G10_cancel_compare_meta_question,True,unnecessary_tool,,no_tool,,True,True,True,
